LAT;-29,11099;;;;;;;;
LONG;-51,40176;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];Umidade Relativa do Ar [%];Precipitação [mm];Molhamento Foliar [min];Velocidade do Vento [m/s];Bateria [mV];Daily ET0 [mm]
Data/Horário;avg;avg;avg;avg;sum;time;avg;last;
2020-09-15 17:00:00;15,58;11;34;75,09;0;0;1,1;6416;
2020-09-15 16:00:00;17,31;11,6;51;69,92;0;0;0,7;6660;
2020-09-15 15:00:00;19,39;12,1;242;63,83;0;0;1,3;6826;
2020-09-15 14:00:00;21,03;12,9;638;60,78;0;0;1,4;6982;
2020-09-15 13:00:00;18,69;11,7;578;64,63;0;0;1,4;6992;
2020-09-15 12:00:00;17,06;10,6;653;66,38;0;0;1,9;6992;
2020-09-15 11:00:00;14,29;8,2;462;67,65;0;0;1,5;6992;
2020-09-15 10:00:00;11,23;5,7;285;69,43;0;0;1,3;6952;
2020-09-15 09:00:00;8,95;3,2;206;68,27;0;0;0,6;6786;
2020-09-15 08:00:00;6,23;1,1;49;70,81;0;0;0,3;6552;
2020-09-15 07:00:00;4,26;0,6;10;78,02;0;0;0,1;6474;
2020-09-15 06:00:00;4,28;1;0;80,08;0;0;1;6464;
2020-09-15 05:00:00;4,41;1,6;0;82,93;0;0;0,7;6474;
2020-09-15 04:00:00;4,47;3,4;0;93,61;0;0;0,6;6474;
2020-09-15 03:00:00;4,82;3,8;0;94,32;0;0;0,4;6484;
2020-09-15 02:00:00;5,25;3,9;0;92,17;0;0;0,5;6494;
2020-09-15 01:00:00;5,37;4,1;0;92,7;0;0;0,2;6494;
2020-09-15 00:00:00;5,79;4,2;0;90,78;0;0;0,6;6502;1,1
2020-09-14 23:00:00;6,09;3,9;0;86,78;0;0;0,6;6502;
2020-09-14 22:00:00;6,87;2,7;0;75,46;0;0;0,8;6502;
2020-09-14 21:00:00;7,92;6,1;0;89,38;0;0;1;6512;
2020-09-14 20:00:00;8,52;6,6;0;88,88;0;0;0,4;6552;
2020-09-14 19:00:00;8,96;6,8;0;87,34;0;0;0,4;6640;
2020-09-14 18:00:00;9,87;7,6;42;86,64;0;0;0,9;6766;
2020-09-14 17:00:00;10,34;8,7;157;90,32;0;0;0,9;6894;
2020-09-14 16:00:00;9,34;9,2;107;99,9;0,2;0;1;6932;
2020-09-14 15:00:00;10,15;10,1;52;100;0;0;0,6;6776;
2020-09-14 14:00:00;11,14;11;105;100;0;0;0,9;6826;
2020-09-14 13:00:00;12,81;12,7;302;100;0;25;1,3;6904;
2020-09-14 12:00:00;12,73;12,6;158;100;0;60;1,5;6816;
2020-09-14 11:00:00;13,92;13,8;31;100;0,2;60;1,3;6552;
2020-09-14 10:00:00;15,89;15,8;22;100;0,4;60;0,8;6532;
2020-09-14 09:00:00;16,12;16;0;100;0;60;0,5;6484;
2020-09-14 08:00:00;16,41;16,3;19;100;0,6;60;0,9;6522;
2020-09-14 07:00:00;17,27;17,2;0;100;0,4;60;0,8;6484;
2020-09-14 06:00:00;17,37;17,3;0;100;2,2;60;1,1;6484;
2020-09-14 05:00:00;17,32;17,2;0;100;3,6;60;1,6;6494;
2020-09-14 04:00:00;17,6;17,5;0;99,9;3;45;1,2;6502;
2020-09-14 03:00:00;17,41;17,3;0;99,99;0;0;0,3;6502;
2020-09-14 02:00:00;17,49;17,4;0;100;0;0;0,8;6502;
2020-09-14 01:00:00;17,99;17,9;0;99,98;0;0;0,6;6512;
2020-09-14 00:00:00;19,52;18,3;0;93,64;0;0;0,7;6512;2,5
2020-09-13 23:00:00;20,42;17,7;0;85,6;0;0;0,1;6522;
2020-09-13 22:00:00;22,29;17;0;73,01;0;0;0;6532;
2020-09-13 21:00:00;23,61;15,9;0;62,98;0;0;0;6532;
2020-09-13 20:00:00;24,9;15,8;0;57,74;0;0;0,5;6542;
2020-09-13 19:00:00;24,76;15,7;0;57,76;0;0;0,5;6562;
2020-09-13 18:00:00;24,92;16,1;41;58,87;0;0;0;6650;
2020-09-13 17:00:00;25,83;16,6;104;57,68;0;0;0;6756;
2020-09-13 16:00:00;25,97;15,8;129;54,14;0;0;0,6;6766;
2020-09-13 15:00:00;26,11;15,7;365;53,47;0;0;1,1;6972;
2020-09-13 14:00:00;25,24;16,1;411;57,89;0;0;1,2;6982;
2020-09-13 13:00:00;23,65;16,3;380;64,1;0;0;1,3;6982;
2020-09-13 12:00:00;22,41;16,3;467;69,15;0;0;1,7;6972;
2020-09-13 11:00:00;22,18;16,5;527;71,11;0;0;0,9;6972;
2020-09-13 10:00:00;20,62;15,7;334;74,13;0;0;0,5;6844;
2020-09-13 09:00:00;18,62;14,6;170;78,52;0;0;0,8;6708;
2020-09-13 08:00:00;18,29;13,4;53;74,03;0;0;0,7;6552;
2020-09-13 07:00:00;18,04;13;0;73,39;0;0;0,5;6502;
2020-09-13 06:00:00;17,77;13;0;74,76;0;0;1;6494;
2020-09-13 05:00:00;17,64;13,1;0;75,9;0;0;1,1;6494;
2020-09-13 04:00:00;17,65;13,2;0;75,96;0;0;1,4;6484;
2020-09-13 03:00:00;17,6;13,2;0;76,32;0;0;1;6502;
2020-09-13 02:00:00;18,01;13,4;0;75,11;0;0;2,2;6502;
2020-09-13 01:00:00;17,88;13,9;0;78,7;0;5;2;6502;
2020-09-13 00:00:00;17,59;14,4;0;82,87;0;60;1,9;6512;1,5
2020-09-12 23:00:00;16,5;16,2;0;98,77;0;60;1,5;6512;
2020-09-12 22:00:00;16,49;16,3;0;99,57;1,2;60;1,6;6512;
2020-09-12 21:00:00;16,92;15,9;0;94,54;0,8;60;1,3;6522;
2020-09-12 20:00:00;16,5;16,2;0;98,58;0;60;0,7;6522;
2020-09-12 19:00:00;16,23;16,1;0;100;0;60;0,7;6532;
2020-09-12 18:00:00;15,94;15,9;0;100;0,4;60;1,3;6552;
2020-09-12 17:00:00;16,34;16;0;99,04;0,6;50;0,9;6600;
2020-09-12 16:00:00;17,73;15;31;85,15;0;0;1,4;6708;
2020-09-12 15:00:00;19,11;14,4;100;74,79;0;0;1,2;6806;
2020-09-12 14:00:00;19,73;14,7;139;74,09;0;0;0,4;6972;
2020-09-12 13:00:00;19,81;14,5;191;72,41;0;0;1;6826;
2020-09-12 12:00:00;19,98;15;246;74,1;0;0;1,3;6884;
2020-09-12 11:00:00;19,05;15,7;385;82,03;0;10;1,7;6992;
2020-09-12 10:00:00;16,93;16;150;95,05;0,2;60;1,8;6806;
2020-09-12 09:00:00;16,46;16,4;97;100;0;60;0,4;6640;
2020-09-12 08:00:00;15,94;15,8;32;100;0,8;60;1,1;6552;
2020-09-12 07:00:00;15,92;15,8;0;100;0;60;0,4;6502;
2020-09-12 06:00:00;15,95;15,9;0;100;0,6;60;2,4;6494;
2020-09-12 05:00:00;15,97;15,9;0;100;1,6;10;1,4;6494;
2020-09-12 04:00:00;16,01;15,9;0;100;0;0;1,7;6502;
2020-09-12 03:00:00;17,41;17,1;0;98,69;0;0;0,9;6502;
2020-09-12 02:00:00;21,37;16,9;0;76,72;0;0;0,4;6512;
2020-09-12 01:00:00;23,26;16,4;0;66,5;0;0;0,3;6522;
2020-09-12 00:00:00;23,13;16,9;0;68,67;0;0;0,3;6522;2,8
2020-09-11 23:00:00;24,45;16,5;0;62;0;0;0,1;6522;
2020-09-11 22:00:00;25,3;16,4;0;58,45;0;0;0;6522;
2020-09-11 21:00:00;26,07;16,3;0;55,87;0;0;0,1;6512;
2020-09-11 20:00:00;26,24;16,5;0;56,05;0;0;0,1;6502;
2020-09-11 19:00:00;27,08;16,8;0;54,31;0;0;0,1;6512;
2020-09-11 18:00:00;28,74;17,5;62;51,49;0;0;0;6678;
2020-09-11 17:00:00;30,28;17,7;178;47,87;0;0;0,1;6816;
2020-09-11 16:00:00;30,94;17,1;361;44,19;0;0;0,7;6972;
2020-09-11 15:00:00;30,45;17,5;479;46,82;0;0;0,8;6972;
2020-09-11 14:00:00;29,48;17,6;624;49,58;0;0;1,1;6982;
2020-09-11 13:00:00;28,22;17,9;703;54,54;0;0;0,8;6982;
2020-09-11 12:00:00;25,75;17,3;638;60,7;0;0;0,7;6982;
2020-09-11 11:00:00;23,37;16,8;471;67,37;0;0;0,8;6972;
2020-09-11 10:00:00;21,41;17;389;77,09;0;0;0,5;6982;
2020-09-11 09:00:00;19,63;17,4;207;87,91;0;0;0,4;6776;
2020-09-11 08:00:00;18,17;17,8;62;98,56;0,2;0;0,5;6650;
2020-09-11 07:00:00;17,23;17,1;0;100;0;0;0,3;6522;
2020-09-11 06:00:00;16,49;16,4;0;100;0;0;0,1;6512;
2020-09-11 05:00:00;15,73;15,6;0;100;0;0;0;6512;
2020-09-11 04:00:00;14,87;14,7;0;99,84;0;0;0;6512;
2020-09-11 03:00:00;14,68;13,9;0;95,95;0;0;0,1;6522;
2020-09-11 02:00:00;14,5;12,6;0;89,33;0;0;0;6512;
2020-09-11 01:00:00;14,33;11,5;0;83,84;0;0;0,1;6522;
2020-09-11 00:00:00;14,2;12;0;88;0;0;0;6522;2,9
2020-09-10 23:00:00;14,73;14,6;0;99,59;0;0;0,2;6532;
2020-09-10 22:00:00;15,34;15,3;0;100;0;0;0,4;6532;
2020-09-10 21:00:00;15,92;15,4;0;97,88;0;0;0,5;6532;
2020-09-10 20:00:00;16,55;15,1;0;92,18;0;0;0,7;6552;
2020-09-10 19:00:00;17,86;14,2;0;80,36;0;0;1;6640;
2020-09-10 18:00:00;20,33;12,7;97;62,63;0;0;1;6766;
2020-09-10 17:00:00;22,62;12,1;299;52,41;0;0;1,1;6992;
2020-09-10 16:00:00;25,14;11,6;493;43,38;0;0;0,5;6982;
2020-09-10 15:00:00;25,89;11;651;40,05;0;0;0,6;6982;
2020-09-10 14:00:00;25,77;12,2;756;43,68;0;0;0,6;6982;
2020-09-10 13:00:00;24,31;14,1;601;53,99;0;0;0,6;6982;
2020-09-10 12:00:00;23,26;14,1;741;57,3;0;0;0,6;6982;
2020-09-10 11:00:00;21,55;14,7;604;66,08;0;0;0,7;6982;
2020-09-10 10:00:00;20,23;15,8;290;76,84;0;0;0,5;6874;
2020-09-10 09:00:00;18,86;17,7;143;93,97;0;0;0;6728;
2020-09-10 08:00:00;17,86;17,8;32;100;0;0;0;6582;
2020-09-10 07:00:00;17,74;17,6;0;100;0;0;0;6532;
2020-09-10 06:00:00;18,11;18;0;100;0;0;0;6522;
2020-09-10 05:00:00;18,04;17,4;0;97,08;0;0;0;6532;
2020-09-10 04:00:00;18,02;16,9;0;94,05;0;0;0;6542;
2020-09-10 03:00:00;18,58;16,5;0;88,64;0;0;0,5;6542;
2020-09-10 02:00:00;18,97;16,3;0;85,59;0;0;0,4;6542;
2020-09-10 01:00:00;19,4;16,2;0;82,9;0;0;0,6;6552;
2020-09-10 00:00:00;19,42;16,2;0;82,56;0;0;0,6;6552;2,8
2020-09-09 23:00:00;19,38;16,3;0;83,51;0;0;0,8;6552;
2020-09-09 22:00:00;19,95;16,5;0;81,86;0;0;0,4;6562;
2020-09-09 21:00:00;20,84;16,8;0;78,68;0;0;0,4;6562;
2020-09-09 20:00:00;21,67;17,1;0;75,86;0;0;0,7;6572;
2020-09-09 19:00:00;22,57;16,9;0;71,48;0;0;1,1;6610;
2020-09-09 18:00:00;23,61;16,7;42;66,07;0;0;0,7;6698;
2020-09-09 17:00:00;25,19;17,3;158;62,34;0;0;0,6;6834;
2020-09-09 16:00:00;25,77;17,2;233;60,01;0;0;0,7;6972;
2020-09-09 15:00:00;26,28;17,3;376;58,3;0;0;0,9;6972;
2020-09-09 14:00:00;26,46;17,4;580;58,35;0;0;0,9;6982;
2020-09-09 13:00:00;25,63;17,5;655;61,32;0;0;0,9;6982;
2020-09-09 12:00:00;24,2;17,2;589;65,78;0;0;1;6982;
2020-09-09 11:00:00;22,28;16,4;536;70,31;0;0;1,1;6982;
2020-09-09 10:00:00;20,41;16;361;76,89;0;0;1,2;6942;
2020-09-09 09:00:00;18,62;15,6;201;83,49;0;0;1,6;6748;
2020-09-09 08:00:00;17,31;15,1;67;87,99;0;0;1,4;6630;
2020-09-09 07:00:00;16,71;14,7;0;89,01;0;0;1,7;6542;
2020-09-09 06:00:00;16,38;14,3;0;88,62;0;0;1,6;6532;
2020-09-09 05:00:00;16,16;13,9;0;87,44;0;0;1,2;6532;
2020-09-09 04:00:00;16,03;13,7;0;86,49;0;0;1,1;6542;
2020-09-09 03:00:00;15,76;13,3;0;86,18;0;0;0,8;6542;
2020-09-09 02:00:00;15,61;13,1;0;85,86;0;0;1,2;6542;
2020-09-09 01:00:00;15,57;12,8;0;84,87;0;0;1,8;6542;
2020-09-09 00:00:00;15,48;12,7;0;84,69;0;0;2,3;6552;2,4
2020-09-08 23:00:00;15,57;12,8;0;84,58;0;0;2,2;6552;
2020-09-08 22:00:00;16,06;12,9;0;82,73;0;0;2,4;6562;
2020-09-08 21:00:00;16,86;13,2;0;80,27;0;0;2,3;6562;
2020-09-08 20:00:00;17,53;13,7;0;79,09;0;0;1,6;6572;
2020-09-08 19:00:00;18,66;14;0;75,48;0;0;1,7;6620;
2020-09-08 18:00:00;19,85;15,2;35;75,55;0;0;1;6728;
2020-09-08 17:00:00;20,82;16,2;262;75,73;0;0;1,2;6972;
2020-09-08 16:00:00;21,52;16,6;428;74,6;0;0;1;6982;
2020-09-08 15:00:00;20,67;16,4;432;77,63;0;0;1,2;6982;
2020-09-08 14:00:00;21,16;16,4;482;75,41;0;0;1;6992;
2020-09-08 13:00:00;21,73;15,3;533;67,65;0;0;1,1;6982;
2020-09-08 12:00:00;20,77;14,9;515;69,97;0;0;1,1;6982;
2020-09-08 11:00:00;18,85;14,4;347;76,41;0;0;1,3;6972;
2020-09-08 10:00:00;17,54;14,3;489;82,14;0;0;1,7;6952;
2020-09-08 09:00:00;15,49;13,7;295;90,06;0;0;0,9;6756;
2020-09-08 08:00:00;13,71;13,3;28;98,15;0;0;0,4;6562;
2020-09-08 07:00:00;13,02;12,9;0;100;0;0;0,4;6512;
2020-09-08 06:00:00;13,1;13;0;100;0;0;0,5;6502;
2020-09-08 05:00:00;13,12;13;0;100;0;5;0,5;6502;
2020-09-08 04:00:00;12,95;12,9;0;100;0;60;0,5;6512;
2020-09-08 03:00:00;12,8;12,7;0;100;0;60;0,3;6512;
2020-09-08 02:00:00;12,51;12,4;0;100;0;60;0,6;6522;
2020-09-08 01:00:00;12,49;12,4;0;100;0,2;60;1,3;6532;
2020-09-08 00:00:00;12,44;12,4;0;100;0;60;0,9;6542;0,6
2020-09-07 23:00:00;12,37;12,3;0;100;0,6;60;1,4;6552;
2020-09-07 22:00:00;12,24;12,2;0;100;0;60;1,5;6562;
2020-09-07 21:00:00;12,14;12,1;0;100;2,8;60;1,7;6552;
2020-09-07 20:00:00;12,16;12,1;0;100;0,6;60;1,8;6572;
2020-09-07 19:00:00;12,36;12,3;0;100;0,6;60;1,9;6590;
2020-09-07 18:00:00;12,49;12,4;0;100;0,4;60;1,9;6610;
2020-09-07 17:00:00;12,62;12,5;26;100;2;60;1,6;6688;
2020-09-07 16:00:00;12,85;12,8;17;100;1,6;60;1,6;6668;
2020-09-07 15:00:00;12,97;12,9;71;100;1,2;60;1,7;6738;
2020-09-07 14:00:00;13,05;13;53;100;0,6;60;2;6738;
2020-09-07 13:00:00;13,52;13,4;148;100;0;60;2;6786;
2020-09-07 12:00:00;13,76;13,7;111;100;0,4;60;1,3;6766;
2020-09-07 11:00:00;13,12;13;152;100;0;60;1,3;6884;
2020-09-07 10:00:00;12,65;12,6;67;100;0,2;60;1,3;6640;
2020-09-07 09:00:00;12,23;12,2;42;100;0;60;1,7;6582;
2020-09-07 08:00:00;11,89;11,8;18;100;0,2;60;1,7;6532;
2020-09-07 07:00:00;11,98;11,9;0;100;0,2;60;1,5;6502;
2020-09-07 06:00:00;12,15;12,1;0;100;0;60;0,8;6502;
2020-09-07 05:00:00;12,15;12,1;0;100;0;60;1,2;6502;
2020-09-07 04:00:00;12,09;12;0;100;0;60;1,2;6502;
2020-09-07 03:00:00;12,08;12;0;100;0;60;0,6;6502;
2020-09-07 02:00:00;12,05;12;0;100;0;60;0,5;6502;
2020-09-07 01:00:00;12,13;12;0;100;0,2;60;0,3;6502;
2020-09-07 00:00:00;12,2;12,1;0;100;0;60;0,9;6502;0,5
2020-09-06 23:00:00;12,25;12,2;0;100;0;60;1;6512;
2020-09-06 22:00:00;12,64;12,6;0;100;0;60;0,6;6512;
2020-09-06 21:00:00;13,17;13,1;0;100;0;60;0,8;6512;
2020-09-06 20:00:00;13,11;13;0;100;0;60;0,8;6502;
2020-09-06 19:00:00;13,64;13,6;0;100;0;60;0,6;6522;
2020-09-06 18:00:00;13,99;13,9;13;100;0;60;0,2;6552;
2020-09-06 17:00:00;14;13,9;8;100;0,8;60;0,6;6582;
2020-09-06 16:00:00;14,21;14,1;14;100;3;60;0,5;6610;
2020-09-06 15:00:00;14,38;14,3;28;100;0,8;60;0,1;6660;
2020-09-06 14:00:00;14,38;14,3;56;100;1,6;60;0,4;6678;
2020-09-06 13:00:00;14,19;14,1;38;100;2,8;60;0,1;6650;
2020-09-06 12:00:00;14,05;14;43;100;2,4;60;0,2;6650;
2020-09-06 11:00:00;13,85;13,8;36;100;2,8;60;0,3;6610;
2020-09-06 10:00:00;13,64;13,6;11;100;4,4;60;0,5;6552;
2020-09-06 09:00:00;13,46;13,4;8;100;3;60;0,5;6532;
2020-09-06 08:00:00;13,21;13,1;0;100;5,6;60;1;6522;
2020-09-06 07:00:00;12,7;12,6;0;100;12,6;45;1,5;6522;
2020-09-06 06:00:00;12,55;12,5;0;100;0;0;1,8;6522;
2020-09-06 05:00:00;12,52;12,4;0;100;0;0;0,8;6532;
2020-09-06 04:00:00;12,34;12,3;0;100;0;0;0,4;6532;
2020-09-06 03:00:00;12,6;12,5;0;100;0;0;0,5;6542;
2020-09-06 02:00:00;13,1;13;0;100;0;0;0,5;6542;
2020-09-06 01:00:00;12,97;12,9;0;100;0;0;0,5;6552;
2020-09-06 00:00:00;12,92;12,9;0;100;0;0;0,1;6552;1,9
2020-09-05 23:00:00;13,08;13;0;100;0;0;0;6552;
2020-09-05 22:00:00;13,05;13;0;100;0;0;0,2;6562;
2020-09-05 21:00:00;12,84;12,8;0;100;0;0;0,2;6562;
2020-09-05 20:00:00;12,73;12,7;0;100;0;0;0,6;6552;
2020-09-05 19:00:00;12,85;12,8;0;100;0;0;0,7;6590;
2020-09-05 18:00:00;13,72;13,1;27;97,18;0;0;0,5;6708;
2020-09-05 17:00:00;16,59;13,5;91;83,14;0;0;0,6;6982;
2020-09-05 16:00:00;18,93;14,1;184;74,22;0;0;0,4;6884;
2020-09-05 15:00:00;22,13;14,6;332;63,56;0;0;0,3;6982;
2020-09-05 14:00:00;21,69;14;465;62,38;0;0;0,7;6982;
2020-09-05 13:00:00;20,69;13,5;554;64,17;0;0;0,7;6982;
2020-09-05 12:00:00;18,39;12,6;525;69,81;0;0;1,2;6982;
2020-09-05 11:00:00;16,2;12;451;77,12;0;0;0,8;6992;
2020-09-05 10:00:00;13,65;11;286;85,27;0;0;0,7;6932;
2020-09-05 09:00:00;11,68;10,4;106;92,63;0;0;0,6;6718;
2020-09-05 08:00:00;11,15;10,3;27;95,64;0;0;0,3;6562;
2020-09-05 07:00:00;10,79;10,1;0;96,6;0;0;0,3;6532;
2020-09-05 06:00:00;11,4;9,8;0;90,57;0;0;0,2;6542;
2020-09-05 05:00:00;11,59;9,5;0;88,11;0;0;0,2;6542;
2020-09-05 04:00:00;11,39;9;0;86,17;0;0;0,3;6552;
2020-09-05 03:00:00;11,6;8,7;0;83,39;0;0;0,3;6552;
2020-09-05 02:00:00;11,76;8,8;0;82,82;0;0;0;6552;
2020-09-05 01:00:00;11,71;9,2;0;85,42;0;0;0;6552;
2020-09-05 00:00:00;11,18;10;0;93,83;0;0;0;6552;2,5
2020-09-04 23:00:00;11,11;10,6;0;97,44;0;0;0,2;6552;
2020-09-04 22:00:00;10,89;10,3;0;97,38;0;0;0,3;6552;
2020-09-04 21:00:00;11,32;9,8;0;91,05;0;0;0,8;6552;
2020-09-04 20:00:00;11,95;9,5;0;85,62;0;0;1,3;6582;
2020-09-04 19:00:00;12,92;10,1;0;84,11;0;0;1,4;6660;
2020-09-04 18:00:00;16,39;11,1;105;71,84;0;0;1,1;6826;
2020-09-04 17:00:00;19,87;11,5;318;59,69;0;0;0,9;6982;
2020-09-04 16:00:00;22,6;7,8;523;39,35;0;0;0,6;6982;
2020-09-04 15:00:00;21,83;7,1;684;39,32;0;0;0,5;6982;
2020-09-04 14:00:00;19,78;8;786;47,56;0;0;0,7;6982;
2020-09-04 13:00:00;17,86;9,3;818;58,07;0;0;0,5;6982;
2020-09-04 12:00:00;15,72;9,5;775;67,64;0;0;0,9;6992;
2020-09-04 11:00:00;12,76;8,8;303;77,66;0;0;0,4;6992;
2020-09-04 10:00:00;11,86;8,9;193;82,95;0;0;0,1;6826;
2020-09-04 09:00:00;10,7;9,6;111;94,11;0;0;0;6718;
2020-09-04 08:00:00;9,61;9,5;41;99,88;0;0;0,1;6590;
2020-09-04 07:00:00;9,09;9;0;100;0;0;0;6532;
2020-09-04 06:00:00;8,97;8,9;0;100;0;0;0;6532;
2020-09-04 05:00:00;8,77;8,7;0;100;0;0;0;6522;
2020-09-04 04:00:00;8,68;8,6;0;100;0;0;0;6542;
2020-09-04 03:00:00;8,98;8,9;0;100;0;0;0;6542;
2020-09-04 02:00:00;9,63;9,5;0;100;0;0;0;6552;
2020-09-04 01:00:00;9,77;9,7;0;100;0;0;0;6552;
2020-09-04 00:00:00;9,77;9,7;0;100;0;0;0,2;6562;1
2020-09-03 23:00:00;10,33;10,2;0;100;0;0;0,2;6562;
2020-09-03 22:00:00;10,54;10,5;0;100;0;0;0,1;6552;
2020-09-03 21:00:00;10,78;10,7;0;100;0;0;0,3;6572;
2020-09-03 20:00:00;11,05;11;0;100;0;0;0,2;6590;
2020-09-03 19:00:00;11,7;11,6;0;100;0;0;0,3;6660;
2020-09-03 18:00:00;12,36;12,1;29;99,52;0;0;0,3;6756;
2020-09-03 17:00:00;12,65;12,6;73;100;0;0;0,7;6982;
2020-09-03 16:00:00;15,38;14;92;92,51;0;0;0,5;6854;
2020-09-03 15:00:00;16,85;14,8;128;88,94;0;0;0,3;6914;
2020-09-03 14:00:00;17,06;14,6;186;86,27;0;0;0,8;6914;
2020-09-03 13:00:00;16,96;15;346;89,14;0;5;0,6;6904;
2020-09-03 12:00:00;14,95;14,9;132;100;0;60;0,5;6816;
2020-09-03 11:00:00;14,58;14,5;59;100;0;60;0,1;6698;
2020-09-03 10:00:00;14,34;14,2;31;100;0;60;0,3;6620;
2020-09-03 09:00:00;14,87;14,8;18;100;1,4;60;1,4;6582;
2020-09-03 08:00:00;16;15,9;0;100;0,2;60;0,9;6552;
2020-09-03 07:00:00;16,58;16,1;0;97,99;0;0;1,2;6552;
2020-09-03 06:00:00;16,66;15,7;0;94,69;0;0;1,1;6552;
2020-09-03 05:00:00;16,68;15;0;90,55;0;0;0,9;6562;
2020-09-03 04:00:00;16,56;14,9;0;90,42;0;0;0,3;6562;
2020-09-03 03:00:00;16,34;14,5;0;90,09;0;0;0,3;6552;
2020-09-03 02:00:00;16,89;14,3;0;85,47;0;0;0,4;6562;
2020-09-03 01:00:00;17,22;14;0;82,2;0;0;0,6;6562;
2020-09-03 00:00:00;17,42;13,6;0;79,47;0;0;1,3;6562;3,5
2020-09-02 23:00:00;17,73;13,4;0;76,74;0;0;1,7;6572;
2020-09-02 22:00:00;18,09;13,3;0;74,49;0;0;1,8;6572;
2020-09-02 21:00:00;18,66;13,2;0;71,49;0;0;1,9;6582;
2020-09-02 20:00:00;19,71;13,2;0;67,12;0;0;1,6;6600;
2020-09-02 19:00:00;20,97;13,3;0;62,41;0;0;1,7;6640;
2020-09-02 18:00:00;22,94;13,6;68;56,5;0;0;1,7;6766;
2020-09-02 17:00:00;24,85;13,6;239;50,53;0;0;1,4;6972;
2020-09-02 16:00:00;25,81;13,6;440;47,78;0;0;1,5;6982;
2020-09-02 15:00:00;25,68;13,5;583;47,78;0;0;1,5;6982;
2020-09-02 14:00:00;24,89;13,4;678;49,87;0;0;1,9;6982;
2020-09-02 13:00:00;23,43;13,1;709;53,05;0;0;2,1;6982;
2020-09-02 12:00:00;22,15;12,9;668;56,75;0;0;2,1;6992;
2020-09-02 11:00:00;20,65;12,6;566;61,07;0;0;1,9;6992;
2020-09-02 10:00:00;18,32;12,1;350;68,12;0;0;2;6992;
2020-09-02 09:00:00;17,09;11,8;221;72,06;0;0;2,3;6816;
2020-09-02 08:00:00;16,03;11,8;58;76,57;0;0;1,7;6660;
2020-09-02 07:00:00;15,64;11,7;0;78,07;0;0;1,6;6572;
2020-09-02 06:00:00;15,64;11,7;0;78,03;0;0;1,8;6562;
2020-09-02 05:00:00;15,61;11,7;0;78,25;0;0;1,4;6572;
2020-09-02 04:00:00;15,71;11,6;0;77,37;0;0;1,6;6572;
2020-09-02 03:00:00;15,23;11,2;0;78,02;0;0;1,6;6572;
2020-09-02 02:00:00;14,6;10,8;0;79,21;0;0;1,1;6572;
2020-09-02 01:00:00;14,62;10,7;0;78,17;0;0;1,8;6582;
2020-09-02 00:00:00;14,69;10,7;0;77,79;0;0;1,8;6582;2,3
2020-09-01 23:00:00;14,99;10,8;0;76,85;0;0;2,1;6590;
2020-09-01 22:00:00;15,09;11,1;0;77,64;0;0;1,9;6590;
2020-09-01 21:00:00;15,62;11,6;0;77,7;0;0;2,3;6600;
2020-09-01 20:00:00;16,92;12,2;0;75,06;0;0;1,6;6620;
2020-09-01 19:00:00;16,69;13,7;0;83,52;0;0;1,2;6668;
2020-09-01 18:00:00;17,44;14,1;37;81,42;0;0;1,1;6766;
2020-09-01 17:00:00;18,93;13,9;202;73,46;0;0;1;6884;
2020-09-01 16:00:00;20,19;14,1;398;68,95;0;0;1,5;6992;
2020-09-01 15:00:00;21;14,1;522;65,73;0;0;1,3;6992;
2020-09-01 14:00:00;21,5;13;509;59,22;0;0;1,2;6982;
2020-09-01 13:00:00;20,22;12,4;581;61,67;0;0;1,3;6992;
2020-09-01 12:00:00;18,45;11,8;576;66,15;0;0;1,6;6992;
2020-09-01 11:00:00;15,72;11;290;74,58;0;0;1,2;6982;
2020-09-01 10:00:00;13,73;10,5;240;81,81;0;0;0,8;6854;
2020-09-01 09:00:00;11,63;9,7;132;89,24;0;0;1,1;6786;
2020-09-01 08:00:00;10,6;9,5;32;93,66;0;0;1,2;6610;
2020-09-01 07:00:00;9,91;9,3;0;97,24;0;0;2;6562;
2020-09-01 06:00:00;9,48;9,2;0;99,04;0;0;2;6562;
2020-09-01 05:00:00;9,35;8,9;0;97,82;0;0;1,7;6562;
2020-09-01 04:00:00;9,35;8,7;0;96,81;0;0;1,2;6572;
2020-09-01 03:00:00;9,24;8,6;0;96,86;0;0;1,5;6582;
2020-09-01 02:00:00;9,2;8,6;0;97,27;0;0;1,1;6582;
2020-09-01 01:00:00;9,03;8,7;0;98,48;0;0;1,1;6590;
2020-09-01 00:00:00;8,59;8,5;0;100;0;0;1,3;6590;0,7
2020-08-31 23:00:00;8,13;8,1;0;100;0;0;1,4;6590;
2020-08-31 22:00:00;7,97;7,9;0;100;0;40;2,1;6600;
2020-08-31 21:00:00;8,11;8;0;100;0;10;1,3;6600;
2020-08-31 20:00:00;7,94;7,9;0;100;0;0;1,6;6620;
2020-08-31 19:00:00;7,85;7,8;0;100;0;0;1,7;6650;
2020-08-31 18:00:00;7,82;7,7;12;100;0;0;1,7;6728;
2020-08-31 17:00:00;7,99;7,9;60;100;0;0;2;6844;
2020-08-31 16:00:00;8,68;8,6;116;100;0;0;1,4;6914;
